mmsi,vessel_name,imo,ship_type
311057300,RT HON PAUL E MARTIN,IMO9600970,70.0
367691280,ROBIN,IMO9732474,70.0
366999509,CG HAMMER,,75.0
311072400,RCC COMPASS,IMO9441611,70.0
367340990,CALUMET,IMO7329314,70.0
314483000,ASKIO,IMO9848649,70.0
368682000,COASTAL TRADER,IMO5408491,70.0
367330830,ODYSSEA DARWIN,IMO9343120,70.0
367535950,OCEAN GIANT,IMO9437335,79.0
538010905,HAATO,IMO9589786,79.0
316001701,JOHN D LEITCH,IMO6714586,70.0
636021177,FORTUNE COOKIE,IMO9908449,70.0
366231000,CAPE ARUNDEL,IMO9126297,79.0
636018152,PRINCESS SUIHA,IMO9810965,70.0
538009018,KRINI,IMO9858345,70.0
367619370,WHITETAIL,IMO9717307,70.0
374785000,DONA BIBI,IMO9600619,79.0
305246000,INDUSTRIAL KATHARINA,IMO9435129,71.0
636022974,SEABOARD GALAXY,IMO9970959,70.0
338929000,SEAY,IMO9116838,70.0
538007571,SEAPEARL,IMO9594468,70.0
226324000,MARFRET GUYANE,IMO9362334,71.0
368338580,HOS MAUSER,IMO9515852,79.0
256566000,CASTILLO DE NAVIA,IMO9722974,70.0
367602790,HANNAH C,IMO9095096,70.0
368269780,GO GLORY,IMO8998112,70.0
305063000,BBC TEXAS,IMO9388883,70.0
477891200,GERNER MAERSK,IMO9359002,71.0
305413000,SOPHIA,IMO9467017,70.0
367370000,US GOVT VESSEL,IMO8302466,79.0
311003500,CSCC TIANJIN,IMO9361835,70.0
566073000,ELIZABETH,IMO9593282,70.0
308015000,MOL CHARISMA,IMO9321249,71.0
636017878,MSC IZMIR F,IMO9127021,70.0
563051400,MONTE ROSA,IMO9283215,79.0
255806481,INDEPENDENT QUEST,IMO9246700,70.0
367103140,MARC C,,70.0
636093175,TAYMA EXPRESS,IMO9525895,71.0
356548000,NEW JOURNEY,IMO9689794,70.0
477202300,EXPLORER OCEANIA,IMO9717333,70.0
538011233,YOGA,IMO9790921,70.0
354543000,BETTY K VI,IMO8801216,70.0
352003525,LOWLANDS AMBITION,IMO9947287,70.0
636021321,UTE,IMO9320685,70.0
352915000,HEROIC ACE,IMO9252216,70.0
538002841,GENCO PICARDY,IMO9301720,70.0
636020655,KAGAWA MARU,IMO9885075,70.0
311000991,BTG ULRIKEN,IMO9887346,70.0
219699000,MAERSK ASSISTER,IMO9193783,79.0
255806070,AS FLORETTA,IMO9395056,71.0
338789000,PERLA DEL CARIBE,IMO9680853,70.0
257470000,OSLO BULK 5,IMO9485796,70.0
440253000,MORNING MENAD,IMO9318515,70.0
303348100,JOHN W BROWN,IMO8862739,70.0
255802970,CYGNUS,IMO9197428,70.0
229677000,JASMINA D.,IMO9611292,70.0
368364550,GO COSMOS,IMO9665334,70.0
416482000,EVER LOGIC,IMO9604081,74.0
636020793,MSXT THALIA,IMO9929326,70.0
311046100,PODLASIE,IMO9346811,70.0
577482000,NFE CLEAN ENERGY,IMO9315513,70.0
215677000,RIZE,IMO9584035,70.0
367721220,OCEAN GLORY,IMO9681833,70.0
355716000,FEDERAL ICON,IMO9908463,70.0
477105600,OOCL ASIA,IMO9300790,70.0
316013941,TYEE TITAN,,71.0
477598800,COSCO HOPE,IMO9472165,79.0
371965000,MSXT ARTEMIS,IMO9723215,70.0
563029900,TAIPEI TRIUMPH,IMO9737498,74.0
367773540,LUCY,IMO9732486,70.0
338753000,SEACOR BRAVE,IMO9753519,70.0
232055837,BERGE BEN NEVIS,IMO9782974,70.0
636024140,XH DREAM,IMO9868900,70.0
477030700,COSCO FRANCE,IMO9516416,71.0
232047535,GLOBAL GREEN,IMO9963293,70.0
368086880,FALCON,IMO8964769,70.0
563073700,MAERSK MEMPHIS,IMO9348651,71.0
257532000,STAR ISMENE,IMO9182966,70.0
370363000,SEVEN SEAS HIGHWAY,IMO9238521,70.0
636093270,AS CASPRIA,IMO9399753,71.0
353156000,EGRET RIVER,IMO9708978,70.0
431888000,ONE WREN,IMO9784776,70.0
304906000,DIANA J,IMO9344239,70.0
636022882,NORVIC COPENHAGEN,IMO9968956,70.0
367339130,MS MEGAN,IMO8660117,70.0
368162610,THE SENATOR,,70.0
370295000,GLOBAL MERMAID,IMO9392157,70.0
352898696,NORD ALLEGRO,IMO9914498,70.0
351090000,CCS ORCHID,IMO9718997,70.0
636023742,C-INSPIRATION,IMO9604782,70.0
538004245,FEDERAL YOSHINO,IMO9218416,70.0
338189000,BREEZE,IMO9684835,70.0
255801370,NACC POROS,IMO9600592,70.0
636022128,MEDI EOLIE,IMO9728186,70.0
357338000,CORONA ROYAL,IMO9667356,70.0
538006242,NEW ORLEANS,IMO9743265,70.0
563006800,MAERSK SHAMS,IMO9726669,70.0
367585550,CHRIS R,IMO0000162,70.0
229982000,BRIGHTON,IMO9966817,70.0
477019500,JNS RIVER,IMO1045227,70.0
636019659,OCEAN AMBITION,IMO9883364,70.0
538008992,JP CARETTA,IMO9442835,79.0
538010278,CL JIUJIANG,IMO9938781,70.0
369463000,US GOV VESSEL,IMO9647526,70.0
538004652,TWINKLE ISLAND,IMO9512367,70.0
229204000,DENSA SEA LION,IMO9649079,70.0
246556000,ARNEBORG,IMO9333539,70.0
636024204,PIA EXPRESS,IMO9113202,70.0
255806367,MSC CHARLESTON,IMO9299537,71.0
205700000,LA STELLA,IMO9748368,70.0
538008493,SCORPIO CONFIDENCE,IMO9878357,70.0
538006309,BELGRANO,IMO9708992,70.0
232017152,AFRICAN FLAMINGO,IMO9802322,70.0
636018831,IOANNIS K,IMO9706774,70.0
538005042,MUKADDES KALKAVAN,IMO9365829,79.0
564794000,THOR MADOC,IMO9291389,70.0
563155200,YM TROPHY,IMO9789996,72.0
538011230,CYMONA EAGLE,IMO9985801,70.0
538008347,ELECTRA.GR,IMO9834844,70.0
538010541,NEHIR,IMO9969120,70.0
563053200,NORD KANMON,IMO9782649,70.0
366771000,ALLIANCE FAIRFAX,IMO9303546,70.0
636093156,BREMEN EXPRESS,IMO9343728,72.0
373821000,ULTRA ESTERHAZY,IMO9643946,70.0
352003983,NEREUS HIGHWAY,IMO9974101,70.0
249769000,TALOS,IMO9728930,71.0
538006680,IOKASTI GS,IMO9748722,70.0
367852000,MCLEAN,IMO9552006,70.0
209277000,PEDHOULAS CEDRUS,IMO9758416,70.0
566949000,EVER LEGEND,IMO9604093,74.0
366904890,HON JAMES L OBERSTAR,IMO5322518,70.0
232025145,ANGLO MARIE LOUISE,IMO9490492,79.0
345040013,SAN GUILLERMO,IMO7636080,70.0
538008696,HALIFAX EAGLE,IMO9855862,70.0
538005694,TOMINI KAIMAI,IMO9709269,70.0
212583000,EL MATADOR,IMO9750048,70.0
636093182,AIN SNAN EXPRESS,IMO9525869,71.0
367754650,MARCELLE BORDELON,IMO9350379,70.0
338846000,LEROY A. MENDONCA,IMO9147320,70.0
636024288,STAR SYDNEY,IMO9699373,70.0
636016288,STAR MISTRAL,IMO9684225,70.0
538010926,BATMAN,IMO9657404,70.0
218400000,MSC LA SPEZIA,IMO9461403,71.0
303923000,CAPE VICTORY,IMO8211306,70.0
311000243,AFRICAN RAVEN,IMO9700287,70.0
371895000,BALSA 91,IMO9616058,74.0
367637920,GERRY BORDELON,IMO9607538,70.0
305718000,BBC AMETHYST,IMO9504724,70.0
368231080,NORTHERN STAR,,70.0
566482000,APL YANGSHAN,IMO9462031,71.0
538006378,ARGONAUT,IMO9717694,70.0
308397000,H A SKLENAR,IMO8007793,70.0
368264720,HOS RUGER,IMO9385269,70.0
366605000,SEAWARD ENDEAVOR,IMO9043885,70.0
563000500,MAERSK SYDNEY,IMO9289958,70.0
352003693,ULTRA LANIN,IMO9984493,70.0
636093231,BBC CERES,IMO9972490,70.0
636022858,AURORA BOREALIS,IMO9957608,70.0
356660000,MARTIN ISLAND,IMO9681704,70.0
636022780,XIN XIANG SEA,IMO9954967,70.0
431073000,ONE CYGNUS,IMO9806081,71.0
303890000,NELSON V. BRITTIN,IMO9193575,70.0
538010510,AGIA MARINA,IMO9700562,70.0
352002997,MAERSK MAMMOTH,IMO9928229,70.0
366985000,FISHER,IMO9116826,70.0
636015710,KYRA PANAGHIA,IMO9647277,79.0
356946000,MSC VANESSA,IMO9251688,72.0
636020884,AHSOKA,IMO9669976,79.0
477390100,HUANGHAI STRUGGLER,IMO9695224,70.0
636024673,HMM TURQUOISE,IMO9955296,70.0
477057400,NING TAI HAI,IMO9751341,70.0
477166800,UNI SUNSHINE,IMO9811505,70.0
366839000,CAPE RISE,IMO7530808,70.0
538007951,APOLLON,IMO9828924,70.0
367612530,HOS CAROUSEL,IMO9672600,70.0
538007516,YIANNIS N.G.,IMO9701308,70.0
353619000,C S OLIVE,IMO9461075,70.0
538008955,DORYSIA,IMO9522910,70.0
368611000,NEPTUNE,,70.0
246308000,MITIQ,IMO9081306,70.0
368285000,ATLANTIC JOULE,IMO9407770,70.0
305656000,ONEGO OTRA,IMO9535606,70.0
338295000,CAPE CANAVERAL,IMO9877602,70.0
636022462,AMANI,IMO9729910,70.0
311000899,LAKE PEARL,IMO9401984,79.0
250002887,ARKLOW SPIRIT,IMO9649536,70.0
367190000,DENEBOLA,IMO7325253,70.0
305853000,BBC CORAL,IMO9563720,70.0
636018097,SM MUMBAI,IMO9401051,71.0
352003897,PAN RUBY,IMO9972531,70.0
256548000,CMA CGM PELLEAS,IMO9365788,71.0
367123560,KYLIE D,IMO8658102,70.0
357329000,JPS ELLI,IMO9763992,70.0
636021715,DL LAVENDER,IMO9657026,70.0
636022956,ZIM SCORPIO,IMO9963231,74.0
636019353,NSU YOUNG STAR,IMO9839026,70.0
367641230,MARJORIE C,IMO9619684,70.0
373663000,FEDERAL LYRA,IMO9668063,70.0
366766000,NORTHSTAR NAVIGATOR,IMO9407809,70.0
308122000,NEDERLAND REEFER,IMO9015199,70.0
367612330,HOS BLACK WATCH,IMO9647710,70.0
255806377,MSC TORONTO,IMO9299525,71.0
352003132,SUCCESS TRADER,IMO9937581,70.0
563196300,WAN HAI A11,IMO9941128,71.0
563077500,AOM SVEVA,IMO9852793,70.0
304909000,UNISKY,IMO9356414,79.0
249049000,IPSARION,IMO9985655,70.0
431120000,ONE MANEUVER,IMO9475648,72.0
367430980,HOS STRONGLINE,IMO9040534,70.0
352002496,VITALITY DIVA,IMO9951903,70.0
367003380,JEAN ANNE,IMO9233167,70.0
367612290,ELISE MARY,IMO9547647,70.0
636020212,VITAOCEAN,IMO9470492,70.0
373819000,LINDA D,IMO9261164,70.0
371185000,PLUTO LEADER,IMO9338890,70.0
538008172,YASA JUPITER,IMO9848132,70.0
356879000,UNITED SAPPHIRE,IMO9840972,70.0
636022149,XH HOPE,IMO9877925,70.0
563194900,WAN HAI A03,IMO9935105,70.0
255915878,LEFKES,IMO9658783,70.0
338055000,ALYSSA CHOUEST,IMO9530058,70.0
305066000,PIA,IMO9384318,70.0
538090538,DIONI.GR,IMO9827310,70.0
316023339,THUNDER BAY,IMO9601039,70.0
215804000,ATLANTIC SKY,IMO9670602,70.0
366100000,APPOMATTOX,,70.0
636022753,DELPHINUS LEADER,IMO9174282,70.0
303071000,GOL DIAMOND,IMO9514547,79.0
246614000,FLORETGRACHT,IMO9507611,70.0
636016848,SKYFALL,IMO9724752,70.0
538002980,GENCO HUNTER,IMO9368871,70.0
352001262,BOHOL ISLAND,IMO9926025,70.0
366716000,CAPE DIAMOND,IMO7208443,70.0
431766000,DEMETER LEADER,IMO9477921,70.0
367643740,HOS WARLAND,IMO9742704,70.0
636023154,TOP MARINE,IMO9995351,70.0
636016396,NAVIGATOR ATLAS,IMO9661558,72.0
215879000,CMA CGM NORMA,IMO9299812,74.0
255915963,S SAMBA,IMO9712486,70.0
377906000,TROPIC NIGHT,IMO7523673,78.0
303553000,TIMBALIER ISLAND,IMO9730309,70.0
367653540,STIM STAR IV,IMO9755090,70.0
477723600,XIN GUANG HUA,IMO9751573,70.0
538007348,CS JOLA,IMO9791896,70.0
538003692,TATE J,IMO9482770,70.0
538009121,AVRA.GR,IMO9755866,70.0
334979000,SARA REGINA,IMO9142655,70.0
352606000,IKAN PELATA,IMO9764104,70.0
367781000,MISSOURI EXPRESS,IMO9349552,70.0
412523920,JIU FENG LING,IMO9505443,70.0
255806492,MSC CATERINA,IMO9705005,71.0
368341940,PATIENCE LAB,IMO9563043,70.0
440292000,GLOVIS CHORUS,IMO9158604,70.0
538004217,HYUNDAI ULSAN,IMO9469895,70.0
538007659,DISCOVERER,IMO9577886,70.0
636020374,ADRIANA ROSE,IMO9727467,70.0
354918000,ORION OCEAN,IMO9738935,70.0
565380000,MAX SCHULTE,IMO9676711,70.0
371090000,PAVO BRAVE,IMO9894480,70.0
338731000,ROCKETSHIP,IMO9198501,70.0
338324000,HOS INNOVATOR,IMO9251808,70.0
210589000,MARATHASSA,IMO9698862,70.0
366893910,ALPENA,IMO5206362,70.0
212703000,CARIBBEAN FORCE,IMO9335161,70.0
563208500,DU JUAN SONG,IMO9608805,70.0
316033419,SEASPAN SWIFT,IMO9764221,79.0
367701480,HAWK,IMO8987840,70.0
477717300,PAC ACHERNAR,IMO9913676,70.0
215196000,CMA CGM CASSIOPEIA,IMO9410765,71.0
258009000,STAR LIVORNO,IMO9593907,70.0
538008969,PETRA,IMO9597630,79.0
636021161,MSC HONG KONG,IMO9231810,71.0
232018783,LAURENCE FRANCOISE,IMO9827061,70.0
477866600,SFL SARA,IMO9539834,70.0
304200000,BBC SCANDINAVIA,IMO9362633,70.0
366607000,SWIFT RESPONDER,IMO9043938,70.0
477293900,CSCL SUMMER,IMO9645865,71.0
563172600,CL NAKAMA,IMO9942031,70.0
369223000,C-LEADER,IMO9273569,79.0
368305620,GENERAL ARNOLD,,70.0
565570000,MAERSK ALTAIR,IMO9342499,71.0
355745000,PRESTIGE ACE,IMO9213454,70.0
565747000,MAERSK ALFIRK,IMO9342516,71.0
255806038,NORTHERN JUBILEE,IMO9450337,78.0
538008883,GOLDEN CONFIDENCE,IMO9856488,70.0
563050800,AQUILA OCEAN,IMO9825520,70.0
538007899,CS CELESTE,IMO9670418,79.0
257435000,OSLO BULK 6,IMO9589968,70.0
538009455,DIAMOND GLOBE,IMO9828857,70.0
338721000,GREEN WAVE,IMO9981922,70.0
215930000,CMA CGM LAPEROUSE,IMO9454412,79.0
257761000,BOW CAROLINE,IMO9367554,70.0
377911000,TROPIC PALM,IMO7625964,70.0
304122000,PEGASUS J,IMO9355434,70.0
352003865,YELLOWBILL,IMO9977945,70.0
372712000,PHOENIX K,IMO9317365,70.0
538010700,PRISMA,IMO9461805,70.0
367186000,STATES TIDE,IMO9802425,70.0
636021786,SFL CONDUCTOR,IMO9293909,77.0
215139000,MARYAM D,IMO9740445,70.0
636024128,STAR SKY,IMO9399105,70.0
256003000,FOXTON,IMO9966582,70.0
338663000,C-PERFORMER,IMO9226267,70.0
369240000,PEYTON CANDIES,IMO9551507,70.0
538007036,ALPHA,IMO9489041,70.0
367612470,HOS CLEARVIEW,IMO9647605,70.0
316043882,ALGOMA INTREPID,IMO9773387,70.0
636021036,BALTIMORE EXPRESS,IMO9665621,71.0
538011428,CL SINGAPORE,IMO9716028,70.0
368251670,MARK W. BARKER,IMO9962445,79.0
304679000,BBC CAMPANA,IMO9291963,70.0
357847000,AMIS ELEGANCE,IMO9705421,70.0
538010139,DAFNI,IMO9438377,70.0
355077000,CLEAR SKY,IMO9663245,70.0
538008246,PORT SHANGHAI,IMO9423528,70.0
372321000,SIDER MOMPOX,IMO9656553,70.0
367840000,GARY I GORDON,IMO7234430,70.0
367276000,WASHINGTON CHAMBERS,IMO9551997,70.0
636021270,CHAILEASE VIRTUE,IMO9454280,70.0
338919000,KENNEDY,IMO6621662,70.0
367654230,ADRIATIC,IMO9724257,76.0
309822000,HON HENRY JACKMAN,IMO7926174,70.0
538006089,ROBERTA,IMO9700653,70.0
538009428,MONT FORT,IMO9582843,70.0
357777000,BUENA VENTURA,IMO9687215,70.0
538008994,WHEAT WEIFANG,IMO9883766,70.0
577608000,BETTY K VIII,IMO8410328,70.0
249364000,FORTE,IMO9592848,70.0
311044400,JACAMAR ARROW,IMO9007532,70.0
368352250,WARREN JR,,70.0
563080300,CD CALLAO,IMO9859313,70.0
246452000,SPAARNEGRACHT,IMO9202558,70.0
538009740,ORION GLOBE,IMO9634854,70.0
257482000,OSLO BULK 1,IMO9485758,70.0
271052023,YILDIZLAR 4,IMO9502568,70.0
431986000,ONE STORK,IMO9784788,70.0
354998000,ATROTOS HERACLES,IMO9668879,70.0
303284000,DISCOVERY,IMO9202302,70.0
354197000,AFRICAN JACANA,IMO9638824,70.0
419000182,JAG ADITI,IMO9478195,70.0
367189890,LOREN C,IMO1193859,70.0
538006275,CALYPSO N,IMO9711444,70.0
248912000,TOSCANA,IMO9398333,70.0
247293300,GRANDE GUINEA,IMO9437919,79.0
636021693,YM THRONE,IMO9792694,70.0
367789310,FANTASY ISLAND,IMO9788344,70.0
229347000,NBA MAGRITTE,IMO9512331,70.0
255802370,BOLTEN SINGAPORE,IMO9737357,70.0
367624350,STINGRAY,IMO7942764,70.0
636015902,CASTLEGATE,IMO9460318,70.0
563947000,STRATEGIC UNITY,IMO9648099,70.0
636020501,MSC TIANSHAN,IMO9305477,71.0
308976000,CSL METIS,IMO7926162,70.0
304330000,STINNES PASSAT,IMO9473248,79.0
352001553,TOKI HARMONY,IMO9926075,70.0
212040000,UBC TILBURY,IMO9416721,77.0
249949000,ST DIMITRIOS,IMO9401518,70.0
367070510,BLUEFIN,IMO8036586,70.0
372840000,SAKIZAYA INTEGRITY,IMO9780146,70.0
538008750,ARTEMIS BULKER,IMO9860673,70.0
371365000,KEN ANN,IMO9846158,70.0
377908000,TROPIC MIST,IMO8204183,70.0
477907100,ZIM MOUNT RAINIER,IMO9931135,71.0
368121540,RANDY S,IMO7301518,77.0
303436000,MELISSA C,IMO9043835,79.0
247342300,GRANDE LUANDA,IMO9724738,70.0
210102000,NAIAS,IMO9611254,70.0
368324450,HOS BENELLI,IMO9382865,70.0
369854000,LEWIS AND CLARK,IMO9271418,70.0
255915888,CORONA,IMO9391971,70.0
311033200,CS CRYSTAL,IMO9406128,70.0
477307800,GREAT VISION,IMO9728681,70.0
538011439,SEACOR FEARLESS,IMO9720897,70.0
368269770,GO TRIUMPH,IMO9702182,70.0
477019300,JNS SEA,IMO1038391,70.0
538008282,SIGMA PIONEER,IMO9543249,70.0
373607000,GLOBAL AMBITION,IMO9767015,70.0
367575520,HOS COMMANDER,IMO9647564,70.0
215507000,OCCITAN PESSAC,IMO9498286,70.0
311000421,CSL FRONTIER,IMO9228734,70.0
636093285,IQUIQUE EXPRESS,IMO9938456,70.0
636017746,KNIGHTSHIP,IMO9507893,70.0
209739000,CONTSHIP KEY,IMO9338278,71.0
636024277,NAVI LYRA,IMO9494747,70.0
548694000,LINDEN TRADER,IMO9867578,70.0
636020333,SAPHIRA,IMO9909209,70.0
366956290,CHERAMIE BOTRUC 38,IMO9189082,70.0
368183220,CAPT WOODROW,IMO1063439,70.0
367492110,ODYSSEA TITAN,IMO9399064,70.0
355137000,SILVER RAY,IMO9181376,74.0
367357000,CLAIRE CANDIES,IMO9452866,70.0
370333000,GRAMPUS CHARM,IMO9665932,70.0
367612520,HOS CEDAR RIDGE,IMO9672595,70.0
314779000,MARCELLIN A DESGAGNE,IMO9571387,79.0
564050000,ORINOCO,IMO9412476,70.0
323030103,PLUTON,IMO6814556,70.0
352002338,V TAURUS,IMO9496161,70.0
366906610,WALTER J MCCARTHY JR,IMO7514684,70.0
305089000,MONIKA,IMO9344370,70.0
538008053,GOLDEN PEARL,IMO9470375,79.0
636019245,CONTSHIP DON,IMO9347956,70.0
367438000,MAUNAWILI,IMO9268538,70.0
636092882,ADRIENNE,IMO9832509,70.0
338293000,OCEAN EVOLUTION,IMO9733167,70.0
636014459,OSLO TRADER,IMO9554676,70.0
636023978,CLARA B,IMO9304083,70.0
338744000,HERCULES,,70.0
477211100,MAERSK BAYETE,IMO9355355,72.0
368338570,HOS WEATHERBY,IMO9515840,70.0
305561000,ONEGO OLZA,IMO9511648,70.0
371590000,GLOBAL SUCCESS,IMO9584906,70.0
338517000,C-LIBERTY,IMO9320415,70.0
374101000,SAKIZAYA ELEGANCE,IMO9713806,70.0
352004100,AQUADONNA,IMO1013676,70.0
563059100,CASSIOPEIA OCEAN,IMO9837286,70.0
304109000,CARIBE VOYAGER,IMO9113721,70.0
305723000,PARADERO,IMO9368998,70.0
538004384,FEDERAL SEVERN,IMO9606821,70.0
563119600,OCEAN JADE,IMO9865922,70.0
368707000,US GOVERNMENT VSL,IMO9112727,70.0
345070411,HARVEY HURRICANE,IMO9536246,70.0
367622660,FMS COURAGE,IMO9207948,70.0
367530350,AET RESPONSIBILITY,IMO9643520,70.0
245953000,ARAGONBORG,IMO9466312,70.0
374718000,MELBA,IMO9199153,70.0
366518000,ODYSSEA PHOENIX,IMO9668154,70.0
538006420,RAINBOW N,IMO9488803,79.0
373932000,ONE HANGZHOU BAY,IMO9566394,73.0
367436750,HARVEY EAGLE,IMO9579901,70.0
368001940,CROSBY 8,,70.0
369533000,LIGHTNING,IMO9690389,70.0
368087000,C-CARRIER,IMO9205122,79.0
636018800,MAERSK KARLSKRONA,IMO9085558,79.0
305997000,SPIEKEROOG,IMO9506148,70.0
316001696,TIM S DOOL,IMO6800919,70.0
352003083,KATAGALAN BRAVE,IMO9950533,70.0
368344630,HOS PANTHER,IMO9529683,70.0
366851610,TM DILIGENCE,IMO8976475,70.0
636016678,FALCON TRIUMPH,IMO9717589,70.0
636017425,CORNEILLE,IMO9409170,72.0
257768000,OCEAN MARLIN,IMO9669213,79.0
366698000,CAPE DECISION,IMO7310911,70.0
258102000,BELMONT,IMO9744087,70.0
205789000,LA SELVA,IMO9846081,70.0
352002605,LOWLANDS SKY,IMO9933262,70.0
477906900,EASTERN VENTURE,IMO9978743,70.0
310764000,KOBE EXPRESS,IMO9143544,71.0
255805803,INDEPENDENT FUTURE,IMO9246712,79.0
351260000,ENERGY GLORY,IMO9518074,70.0
367468270,GATOR,IMO9603295,70.0
248556000,POLAR BRASIL,IMO9797216,74.0
316001836,CSL TADOUSSAC,IMO6918716,70.0
311001110,DELTA PEARL,IMO9401831,70.0
538008591,LEM VERBENA,IMO9845829,70.0
636021252,MSC BALTIC III,IMO9241475,79.0
352753000,FRANBO PROGRESS,IMO9510034,70.0
367657110,PECAN ISLAND,IMO9730323,70.0
563091000,TONGA CHIEF,IMO9614490,71.0
372516000,GRAND SAPPHIRE,IMO9325233,70.0
538006432,FEDERAL BERING,IMO9697832,79.0
366816910,TERRY BORDELON,IMO9260744,70.0
367436760,HARVEY ROVER,IMO9536258,70.0
338215000,GRIZZLY,IMO9752515,70.0
367596830,HOS CLAYMORE,IMO9647588,70.0
538003906,ARGO B,IMO9459371,70.0
477891700,MAERSK STEPNICA,IMO9352004,71.0
304416000,STAR COMET,IMO9242596,70.0
636021304,RIPLEY PROSPERITY,IMO9464417,79.0
636020647,ACRUX AMELIA,IMO9909194,70.0
636019407,GSL NINGBO,IMO9256482,70.0
538004740,MAPLE STAR,IMO9662370,70.0
316026695,CSL WELLAND,IMO9665279,70.0
367670000,HARVEY AMERICA,IMO9688477,70.0
367414810,MAX CHERAMIE,IMO9184122,70.0
316004370,G3 MARQUIS,IMO9613941,70.0
218427000,SHANGHAI EXPRESS,IMO9501368,71.0
338032000,AGNES CANDIES,IMO9679438,70.0
577406000,BALAM,IMO8813025,70.0
338034000,CAPE HOPE,IMO9292319,70.0
368348470,SAGUARO,IMO0000174,70.0
316023808,BAIE COMEAU,IMO9639892,70.0
209697000,CONTSHIP LEO,IMO9403451,70.0
538011205,NAVISION VINCENTZ,IMO9681871,79.0
271043028,KAAN KALKAVAN,IMO9365879,71.0
563079000,NYK ROMULUS,IMO9416989,70.0
477764600,COSCO PRIDE,IMO9472153,70.0
538005113,ALGOMA VISION,IMO9640944,70.0
538003946,IBIS BULKER,IMO9441324,70.0
311000327,POLAND PEARL,IMO9731236,70.0
316036419,MCKEIL SPIRIT,IMO9347023,70.0
368227830,BUNNY BORDELON,IMO9260756,70.0
372136000,SEA ALICE,IMO9146558,70.0
367606520,RAVEN,IMO9097123,70.0
367431830,KELLY ANN CANDIES,IMO9562427,71.0
636023062,KOSTAS K,IMO9260469,71.0
211887410,BUENOS AIRES EXPRESS,IMO9932476,74.0
477690800,SEASPAN FUZHOU,IMO9403009,71.0
636092863,AS PENELOPE,IMO9294537,71.0
309403000,DOLE COLOMBIA,IMO9185293,70.0
577358000,ISLAND VENTURE,IMO9721786,79.0
249837000,MARGARETE SCHULTE,IMO9302944,71.0
377907000,TROPIC JADE,IMO7800265,71.0
538006720,DSI ALTAIR,IMO9749245,70.0
367109110,STONE EXPLORER,,74.0
256737000,FORMENTERA,IMO9721413,70.0
367737720,ANGELA CHERAMIE,IMO8983222,70.0
477552400,SAFMARINE BENGUELA,IMO9355367,74.0
377901107,TROPIC HOPE,IMO9809904,70.0
563102100,GREEN SEA,IMO9865996,70.0
636020202,SCORPIUS,IMO9307279,70.0
377901111,TROPIC ISLAND,IMO9809916,70.0
636021529,MSC ALDEBARAN III,IMO9301990,71.0
577366000,MIDNIGHT TIDE,IMO8119974,70.0
367067370,CHRISTIAN CHOUEST,IMO9347334,70.0
538006303,SOPHIANA,IMO9738454,70.0
255915882,MSC MONTEREY V,IMO9349796,79.0
369209000,KAIMANA HILA,IMO9719068,70.0
677087000,HIMALAYA,IMO8410330,70.0
565449000,MAERSK SERANGOON,IMO9315214,71.0
636091487,PONTRESINA,IMO9334521,70.0
373310000,METIS LEADER,IMO9650743,70.0
369355000,GEORGE III,IMO9837092,70.0
636023268,MSC GIUSY,IMO9947134,74.0
255805897,MSC SASHA,IMO9720500,71.0
477106800,SEASPAN SAIGON,IMO9301809,71.0
210959000,GUADALUPE,IMO9330941,70.0
367141680,NATIONAL GLORY,IMO8302246,72.0
368099310,RED STAG,IMO9734977,70.0
563112700,ATLANTIC GLORY,IMO9536844,70.0
671960000,MARCO.VI,IMO7047203,70.0
255806037,NORTHERN JUVENILE,IMO9450349,79.0
310765000,LONDON EXPRESS,IMO9143568,71.0
538011221,JIUYANG BONANZA,IMO9330616,70.0
372682000,BALSA 93,IMO9616072,70.0
354530000,MSC CARMEN,IMO9349813,74.0
352306000,CARIB WARRIOR,IMO9666364,75.0
354508000,BOHWA QUANZHOU,IMO9311244,70.0
538003729,MOL MAJESTY,IMO9424912,73.0
368400000,DINO CHOUEST,IMO9382853,70.0
255803670,MSC NEW HAVEN,IMO9293777,71.0
636093239,ROSTRUM AUSTRALIA,IMO9941609,70.0
477462400,HERMANN SCHULTE,IMO9535187,70.0
246830000,ALAMOSBORG,IMO9466348,70.0
212917000,FOUMA,IMO9395082,70.0
477728400,MAERSK KARACHI,IMO9162215,71.0
636017539,SIEM CICERO,IMO9762534,79.0
431205000,EMINENT ACE,IMO9293571,70.0
255805688,RICARDA,IMO9693329,70.0
563191100,CFS HORIZON,IMO9366500,70.0
636092880,RAINER D,IMO9162679,79.0
319073100,NEMEA,IMO9711286,70.0
215654000,TONGALA,IMO9605786,70.0
311000558,NARIE,IMO9767728,70.0
636016847,SKYWALKER,IMO9724740,70.0
367587710,CELTIC,IMO9696814,70.0
370808000,MORNING LYNN,IMO9383429,70.0
351468000,CHAMPION III,IMO9550656,70.0
304840000,EMERALD EXPRESS,IMO9248332,70.0
304880000,GRAND EXPRESS,IMO9607887,70.0
477754600,MAERSK VENEZIA,IMO9344681,74.0
477947100,HUBERT SCHULTE,IMO9535204,70.0
477454600,QUEENA,IMO9736286,70.0
305230000,MINDORO,IMO9944730,71.0
311002500,G B CORRADO,IMO9314624,70.0
636018222,NYK DELPHINUS,IMO9337652,73.0
